file_name|transcription
02574ba6f173da54f8046ce7a2e5d74d0fcfc3420afee6a4049a32f23ad4d3492f0c580142888330273326d01a793e5deaae28796e30a6d2d2beb82a41f3990c|Those thistles bend in a high wind.
01f2c9eebb539e4163af141f5cfefe37ed668c83df4b4408b57be813c1d75279ab61b423a0335561aee9f73cc7c866b48072527c10fb972b85e20c7829a68a67|Why didn't I come home for supper?
04bb7f64b5a1a6eeba1a9aa05695ee73b097d436855020a4c88688945753dcd1572a87cdcf05bd5196f9d6df786fc1d513da92c9653b4fb9bb97c15e6f1b524d|Dunk the stale biscuits into strong drink.
02b09a19c092ae0d1d809f2e809c33f734b12e64dacfd39a5ce892571d1c07b68c70e5754bbb591899d8351cfb735ec9b8f98f4c93e5766dce6059a323c8ce7f|They ate in silence.
00cba5f5cc69143b8773f848ad3e65a1d5c3df2aa1a8d30c363af2b1d0428b3e3a1c36f656615801b241339c2b168cb39e834ca0e711f9e2071663ea5f5cd309|'m all about those invisible cosmic connections that transcend time and distance.
031da30590b2003d7f497d71a26c4bb12622298f595ce1dc36c89d424e04947711f9a73858a3ebad63bd7f307442a86f48d04e478efbf60203f8434ea8444a06|You may not have a great deal of time.
018ef034aa37d466bdad360cc1484901d605600e08c1cb9b2664f57d3a020e1eda07eaaadbc07a69d886d9ac034927d0fbb142c462a0b4bd20d75efaec14a904|Oh, you are, eh?
030c56b9d5162d6d39d4910fe1e33c8af131c936887d306aece1d6607e384f2072cfbf2022bd6407f19ba19eea4b9f6474e8e518066e95d68ce03a90b7e93552|"It seemed as if what the old king had called ""beginner's luck"" were no longer functioning."
05464ae05bd800c4f4ed0b34c5580848021c2e8791c294f6ef9a9027b911252fae276530540c6fa2bb735b31c4aa4329fe1593a0f28eb2bc171f8dc05e4500d4|I should have repeated it for him.
047529556098e98849f91dc1b4c5553d6a0bb04a18593fef777805e06ebe9daf46825d84ebef1ba623eab111a98ea882f775156105cb44ef2ee2c8f9b75a4580|But I never said anything like that.
00e7712ec75aaba82ca742af35884f912356116a92da31be33d1f08e02f0a9ca7f5ee196e5cabaa6972d854051c99ed12febe6056bdb770111436f3ca7ca4ff7|Who do you want?
0576d3af033a5ef0efe74b000d5ac08a69cb327997c15b7f8f6c7ef12d2cb3d22125e4efad02a853dc3bcd07ffbb093d1a57247be5b22f92d187d429cb3b40ec|You mustn't let what she said bother you.
04fbab1fef481606df2f5d9201aae1d591a7d6e39f2bd07868597f83d3f3acfd5cde5dc635bffe6016f60da6d6eead6f9b1f204ad3a41748804e61e7083adb5e|I'm so hungry I could faint.
002631e1e03b490433994b413ae9b9d67bf16bf6c6bc49473ea39a4bd601a1fa222cae0393c7cf46a35a28b49766449b51433713562d93481a4a6be932039e53|I want to see that map covered before we get through!
05629f25dc2f4cdba3bff501ceb9f2c61db1ac8673b969a7a8164cf01ff440377806b86e7e84e64877f75ee5b728507c9e637ec8e747b811d47698a0ad389c33|What will you have to drink?
04599df57a02c753975eda4d7c61b5c07201ee25e5ada35004db8d99216a51cd4a03af3d6e68843de37be94e3e59eee01f31e478f2ef6f85f53416f24d41bb0d|The greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles.
052233cab14f22f37f19c613468cd758c0b1cea37a7c60f5321c2abaac6cbb8515657c1996d1d533682053912d69a1258bf8bf49e2866e385789ed4236fb7ba8|There, the alchemist separated the disk into four parts.
02c62e536c3a5bca987c5570a55454bc052da193220d788a866852f71e29e64a3d824a1b7b34a18bb613104624f1f1f248299a72e4e33ca03c7690bae0e2f9d3|The new government ceded the province to the rebels.
028bd35d1bdf8ee7ddbf3a6273c8b9d899aadcbf3dc815c455d4c725b375166bec9ef9b4350c70df463f02488b4efd0a0b494e902f4f6fc209cbad649a5ee901|Isn't the party also to announce his engagement to Joanna?
0186e7f2415793edcace0ae5479b270c9fda04ad97e2dbe3c80926537b671e963c05405bcf7257141460143f087ae1341005c2a6ee1511a273c579a98b6d7467|Swimmers jump from rocks above bluegreen water.
00e07c3c397e215600125a164e9fc1cb404b5d63115d6b06026634558f5a4bb8f3ee5856bc5be46b84a6f0cd938a223afaa26aa382131e6b152a595cd8be0738|An excited boy playing in the surf with a body board.
029f75f1ab2d7d068212ec32a99fc5a185fb8d8e7da67149e04a216aecc152f591e84f808dee03d0d8456b7c146d78067647d833191a2661921595a40bdc50dd|Chickens are adorable.
053494e5ec6f3ae2bb20c4bd5ef2bbc9ce92580b00035fa48b08ce5cfab785287c828bcf092ebf2af3783d279a6f1962f2209d527f24c0ebb980c030349d66dc|The insurgents gathered sticks and wood.
00c800225d7c279ffe523140ba0c2a42b9be1b4e1208a7aeab6a2c1f16f29a724a86fa52dd740b0af33e3da6068a84d1e1da384f0651f0ef1a8eea7b32304661|Onion routing is a technique of using cascades of proxies for the purpose of anonymisation.
04ae723a504c8254b7dc9bc6fd83aa32655cd44576eb0d21a0980cc0bd88015f7bec20a3cd426632e4119ed8463d1e7c6118dd4806a1e7fe3dc6625e1ad68651|But he had found a guide, and didn't want to miss out on an opportunity.
00e758af090ae10bf7420db1b4d5f956f60bc0a67314d94fdff6e8b64c79faa28f5506623df41dfc634431549f7f3d7508dd34c98688b5075539570b3049bb79|He had suddenly remembered that, in Tarifa, there was an old woman who interpreted dreams.
01b3d28b1314f4919f2b4537ad63ff062db6d2661b65f1b037e521b18a780fde3918189c241d6a719352eab6eb2baa3a1fd358656d13816fe1f4db84b0fdac7f|After the accident, his bicycle had to be repaired.
006ec7a36351f22a57ede043f83a961928b7a8e14c9764116e69985f4e7b6f2a814600652ae8f7410ce98cb51a51e3fd707107f236c8f4cd41c1d6467802c35f|For example, instead of editing Google Maps, consider contributing to OpenStreetMap.
03d94a934b78465b0df94064337a5b3438b9ea6a2728537deea43daef69e4397e62dbf333fd36f242aba0f89c4e166a1de471234b83dd49f41922fffc16c573a|The man you had the fight with.
054eb2e6456695d235096bbea9df26571ff687758c0912739a42d941a606e607bb0a5cbf458a3cb648e5246ec53a613c292736a3649ed4c0312b68bc3122db6b|It was the levanter, the wind that came from Africa.
00febbaa2d4a36a6a7b4faa61acae6a2142766084f5a79726c3e92cdb9a6f7955f00b42096d993c6b0955709724cd716f32fe00e69815dde6896b102a0d99b82|Finally, after hours of waiting, the guard bade the boy enter.
04c6b77088051a2711b3b666a7ff65f3fe7fa4688c369aa9032a2d01c56ca3efea0f87f2dbca4057d90c37f2b9f5f506b7140ec4ec741dc439b920e853b7c59e|He sat on a stone, and allowed himself to become hypnotized by the horizon.
0250a61f612a50303ff505eb8319a5557e4593a082d201b5fa72f1e73b6fa0b662717008a0f560963f3b4672e399088099ef36431e10b89a14f6cf6f3a953101|The alchemist stopped abruptly, and bent to the ground.
041b671930a0720bbb9bdd60da6e15aa3cafaa7bef5258ad6b78a90657a966f14e3fe373dfe0fd144fa992e283f2d4bfd8f0dc9e4dde96df1ef4581b6ab1b358|"""You came so that you could learn about your dreams,"" said the old woman."
057d745968b026a10bcf5b6e39076fbfa85eddc4510dc3507f954f42a3340d03dd16b3580e1a60085f5d4cc2e51869823d493fe858d8f77affbc67a63cfcb8b6|Sometime during the second year, you'll remember about the treasure.
0389e87140a102e03be8d7df1a37980da48202f9955b5ab59af0293a7bb49247fabaf8b6f8febc0c986389c10c2a36747e4a5a56bf7fe9804b71e939f320804b|That's why I keep losing.
046f96af6ad9657dd0001998a83ea86ef9cd86a3f0a46adf663fd766ff8f244373528b6dec67176addc9a099d27eac7983f3f60bd2769561ea09c50939dcc768|Asian male puring rice into a bucket outside of a store.
02616ca6cedce0e74f1622a7446ffe181f07a412813ad54a48adaa2b2cf9fa434f6450debdf35715ceba5e04c33a61b905b37463d709e365baee36a54bdfa51b|A dog running past a garden hose and a stone bench.
04bbd26496193f746a56dc3cc0ca35bca545cb37bb9028b339e650be376dc59e1a5814ddf6f723ad3b1ea6d12b5aabdffba243f46837c331b0ac3787c5d377a2|I think I will.
04413d1ca03c521bf632b62b7412e5d3f2750d1036451143822023f067e31446d676ca628ffa764a17ec4d4f3f0e146c1e5a8b3c46d16f45dad07be534490c8b|Play the Get Turnt playlist.
00c77281ee30bfa239bc1e08857670bebce8dbce135fa76116503cea01afa2b04d0083d9b39a5910cf9283c0ce79b92ae5b76eb6e198f07fbffc07ad498a7198|It was camouflaged so well that no one would have suspected its presence.
0515293b504e1b9534ded3f9c739d4760d69584d57fecdc22ba407bd2b8c6dcffd347d6948dd9c5eed4889d88b871c7e23fc9a738ad7ca847738e0381ee45180|He thought of the woman who had trusted in the desert.
000d181e83ba50596a65a69233697c6b2f349331f38e481eb7b61edbc1b7fe28df5ddb70a819d4e15c9b709ce858b5aaf5b9adac65d722f80d026808593d2bc8|"""He wanted your money,"" he said."
0407bffa6360b70a4f612af01f8257712cefffa92723a34b5eecb7f52be0ec7a57f6d1c4ba4d62f1c0e3056cda1ecc5e23ecabb2cb6fb0f384e8f78854ff97dc|From the railway station in the distance came the sound of trains, ringing and rumbling.
008826a1d44c280432f842bc65c1e5140d1650fbe911f736e21f80438283eccd5820dd96e3db4be361722df64c17eb3274f68a4b2944c3b1a56cc4951b1658bc|We sharpened our wits at university so we could handle this crisis.
034335530ef6671db44f8acbeca50c37a84ad5d7f89a774243feccf80fbe554755d3cc47976806f79a8e4ddd1a7c4f6d65bd6b824f3d907d7e37e52790a6bac7|Ogilvy watched till one and then gave up.
0397525b5a33607edc0133d9471924545f3b9e09c7515407cda21de8a18ca29de6e1433fdb03599cad39bf81be0fe7f9b59456d8f10e294ef4f6e6a91ba84de7|The boy was trying to understand the truth of what the old man had said.
020fdbd35c53fcdf0aea2599339ea16f43b43ec6a5abc1b8c2cec34bd9fc041cdd676f8f629e04a1d271ac28ede03a7edbaab0534e356673ba17fa7368f40c29|The relief on her face showed that she understood.
04c27e08b39edb544c05b85c5459ab050f40e7c4c465fbf0e0dc0a56683576362d73266e9764b55edaf861da7ea3dd065bf748220c2f95717e82640f1e738b39|We rejoiced at the citadel.
0011d24f5dbe62c73c70de86e6e557abe728cfd87ddbeee31006eb3e92fe93ee3078420f4950de39531ff2896c9069641ead737c077a220900d18c09188df63b|This moisturising cream is fantastic.
0288bda15fb34a5442080f099ed9ac4ac0bc050d4b10926bfd66a795282e69ed6f2a23ddb02c4eb96299ddb7d1a60853f428fad8b77da9c4752dd9b505752bf3|One minute to go!
04822ab78a9b47a1d26720c46748ecc7c252e9b93b6739f838fe62d84d58fd1dd41486da4e3351756b947e49761b49709f34fc3ab1bbda7b430069eeedfcdcad|Taking the ferry was a wise choice.
058876eba1e23e94f07d8aad96ee32e2775df4865355210bc703a610e82d43091faf49062359f2536fa197273702da78d0408332a11b2f0964f1303ed0d86c4f|Just for the first year.
056dde82d56a88a48454cb3d09e0a0bfd07292a916677247ebe6bd1f9ea0c1bceed75547dddf5bb454fe657b0aa7795d227ea6e48f1b65ecdcf0515273ac66fe|It spread through the planet's atmosphere and obscured its more familiar features.
01462d3a32b21f77ce385ee35db78081ad4fbaf64faaeb5491c13f7da6fd61194ed29d09b6d87b57003bc8e560847436f93b72b293f5606cff20559871cb5f86|The old man leafed through the book, and fell to reading a page he came to.
018a013c18b35138e34c147c87a3be3adcc399af63d1d86fb314ddcf376db81b7a68ab3582c008997c9aa214dc2707b51458a1ca4674d5c21a5fae697176ec00|But when the reign of Tiberius ended, his poems were forgotten.
0059bc574b41d7707369ca7d3a8d09a367227ed392755c9a20c008ab17cf28402a66f245e1e493136d17d4ba03994625740c8c1ce0f213c12386ccb243e7f028|It was impossible to remember all the details that he covered in an hour.
03a31057433115c83da1786bc7c8d8e5809488dec5bce40b16530937bc495615e862536b4faaff457313a4aef471f18cd708954b38c53302d959fedeb027b5e3|Something inside the cylinder was unscrewing the top.
046d41f66b6a876c8713ee4ff5672a677415d81a8c665037a61d32ea8afda0a0635914a31851f9e0bea1e6db2d84867f22db7b5a158e052a9f4043bd23167ad5|It wasn't much anyway.
01f562060fd7b46c26678ab35f445d14ddeb0ebff0be4bece23fbe45ac186dd263a52db10ca822ca0161dd6650451d263153b309e68025b40e5693b44483c5ac|What more do you want?
0058a0deb8d0e29d6681f4a3e67c81a224500ad4e3adff29d5e508f3b1723019f50cd6f61996003f8ac50e82976bd11b962d3eb5eb75052af600de256aba68b4|The descent was disturbingly steep.
02f88f4c2e9dab9b74db2f3f03e8c050831857cf28cd29760478a5452cc2632a186e04cdc1028108d4dbc29a344023333f15b6bb582ccf915511855a3c6ac247|All I say is spit them out!
04f5498e7aaba90a871091b2b14d0a7eaf0e249eca97f93e15f9970072191112d931a45e9f796970c65b5430694d534e7e91b070cd5bad5950992e70d4eb52ab|She's accused of stealing a watch.
0318084a4bd4cab5e5c713b07995914d987714a1af96fc82cb3cf1a218945ceb93e72bd6cb878ef12b96c12e9b2478c0b8df6ab38aa8800feca5085dd30ce4b3|Hi, I'm James, and I created handsfreecoding.org to share techniques and software that allow me to code without using my hands.
05034e5eab727a4f6256b4848f943ec4d6de54125364b2493800a0adc4eb4f4f4cfbb772ed478c32ab4853fd4a9917b76889f2f3d345cfc31090e861dcb66c1f|What do you think of that?
003179424f0caa34244272ea1db97ed114bc05dc11d1c36394c5e04703804bc8e1def9542e0634808804376f2cf8cb51fcca1e0f46c838e16143c934b0f5039e|I can see what happens backstage through this aperture!
05830623ddd26db8cea0b515041c809fa949350d110cabec58eca5f62e32a4a9d8f7fb1bf83ec6c2ac173745be0bad202253fb8ab9d2cc80a13d2648c14b33c7|Scientific work is hard.
0030c72d13fc790c0eecf5d5c6de4b8b286b60db66fe06a0141a3be2aa44b177010889da6a44bda9e5b44fb4bd1c2aeaf77bf85faa2b6b70b50ac8d3df5e0d85|Improving the public transport system would help avoid traffic jams.
0107685f74158db39a7390a2bc0a5e4f0d5e17c2cd3ac72be7b95cc706348220a67fa8989dae1e1fbbf3a374d703e029d12f4d6b2f4f21462c350dce0680ea44|I would have won the Junior Olympics if not for those medaling kids.
03c0f63af8a0bf7e490843781e89f6c945e7a9067296e2fb1e86d41d00372068e4bd8a2f1d06bd58bc7b60a38b5676450c56f1089ed4702cb733529855300799|People continued to come and go from the baker's shop.
0166ed01e64f7c4a6ad1ad78b2b66f4026e8be267f4440af50367429109b0baf2fd3abae6e91ee66becaf57755182a7c064f23efda5f6403e085fc417422b6db|He doesn't have anything else.
04e3dab7f91a4638eebc8cdb566e501424f9d49cfa40cefb30865df09feb8938e5211df53cbe4c89e8fcfa36d49626efde6d04c86ffbb525d058436d43ce8624|It's easy to do here in the kitchen.
0587ac3ed5eb6a6f1c51e2810c9fca1b1681c765d1bad977c2abd218b9a225b48b879a4950fee315ccff9952562de7badf223eb327d33f7ebbaca4a1f05d61f6|The place is so full of cockroaches.
05483635339b4d8a73db711d9e0abb72a17975fbb83ff9976ea160fd2dbeef601d151336c82af620f20efbea0cca271f2da786cc3274e18e18867f4951db4373|On the first day he returned with a rabbit, and on the second with two birds.
0583ef14d7424ff3493fb3dffe645cb77492d2b7feca6b8219ac96f2e3af1b116dc71fa631da34120f26e2c72991e952824777815faf8bbb45673420f26b09ae|The thought was so dreadful to him that he forgot about the heat and went forward.
03fbc8e341e7cf5dc02a4240c0d2df9da1915fe71b7f9da5ea7998c7f23ec4ddf7a92edff5bd0d6caf9cea259b325ba113d9f1970a7cebb8fb38d79055b0b081|You don't have to be rich, skinny, popular, or even own a cape to perform a random act of kindness.
051c48a8a710cbb6d6bf16d5d350b362ea48f1bb23044f22d0b83db6edf3fac23472508cafe9262a7cc2517632546d64004fe963d1ef7b8bd008cf33fe45a194|I'm going to them.
02ed3bd56748b8210255282623281b847f207149f9fdb70900d3ba2bd0f4b274545a1fcbcc50954f70554c588daf9f61615f27062824ac2d6adcd532598d2edd|In for a penny, in for a pound.
02a7c43fa58bc5c01f6835ccf415a930503cad9b93d0554e3233c7bcc44b93903fcc1f35e29bbf21fae9feab8243e45a11469bfc94f8e73d5a3da07505a5cf4a|The grim reaper is waiting for you, reckless driver!
00e87a50cf722810037be7936077eec14d0616dc4a1a7c13e22f5868cb6b532c67b9e8b7aef47a8dfe2c7fc92cd7c5beca0bb2be6c5091fbbfc57ad0bc273450|The very next day, he woke refreshed.
02e20d297ef19cb2f63bffb809a32264db4c90b8b75b8e8cdb13c4babfc872378ff284d0cdd2247023789d4c12e2fb6a59b7356a87cef0da00951d574152b288|No one near the remote machine you could ring?
01982ce720d7ea654abe7f3be6551139f7c682f20e257ca812f1b9050b557f1d15e1f3f0e50993fe550f79ec6dce1a95b2e13e53d2772d6f85bba69a69482e0e|The leaf drifts along with a slow spin.
022063d826a612b7d0f0a20338885b88dc249d07dbbd7de4825f782744fb2611f0263cb674e464b08deabf0b6024f0fb4a595ad855050959b9492fd59bad27e3|What do you mean it's okay?
0360aaebb12fa7b0a2b0689ed3c21791a8b362bfdaa83be3f7b5e4cb6d73bb7ec6ec39c0fdaa8729381667ca9607e31f4be9f7edecd28f9b4688d6780ebc5299|Its lower end was still embedded.
0170ab683b3f7c6dc01c728f356e8ae8d9950bd144438c3905323232bf2d5003d0a85511ae1124fa70efea5f0e4617483e4280d2d2aed1d1c15e03bc4ddbfe18|The shop folks were taking down their shutters, and people were opening their bedroom windows.
03f27a6db019564672628e9d632d4ed6643dd156d5da8ba81041d8182f66f60e73ff4948093b69722e8a2ad69c2c9355ecb3ee0328faea9f22842c5f4b9b90cc|I have the money I need to buy my sheep.
0299baf9c189edcdef4650f0e25d964b3c2f0a0b40b84e856fd6159d7e905ea697688c4a90d5582e872c81425e5ac7f1d79baf444c5ff66f8ae8389a795887db|It's not I the wind spoke about.
33d6fe1a7fd7270bb82c48670c2785394f41272d135d5c35c6dce44c525640156516b338978be4ec5dd4597777f7867756353e9b68428ca87fa7a5e9369e8947|It was the first time either had touched the other.
0521b8200bcec51a0a678dc128ba26a59357e7cc370484fe537770abe1c15494d70cd2e267ce169f309202bd584a25e593b496f4b7faa62cb944a2bfd270b8df|Nice to meet you.
0089c4d41519ae3d317bf1f6575fb12d97752d423fa8b92168d7764a403d29e62a03779c44f18fabd598dc034340ce972411936db07a2c8154151608f091f556|How old are you anyway?
0007bc477216b967c58f93ecd99a2a5e9b4422b41bf3d795323c19d38101a78264b7b7cb2bdcecaa147b3006f2d86e2f6c9c1aec1d67872c8e6a1ac19d7140f0|The end of the cylinder was still as Ogilvy and Henderson had left it.
0120a48fcf4be0df029d0cb197ea85f57636f90b5d332e32abc87a7cfb1cd321f2d081142d81a99af745598b11ca866554a2167490a5ca8a2adac9d5ea185287|Finally, after hours of waiting, the guard bade the boy enter.
0298d1bfcb466c28fb2414fd60c23c0dbfeedfd9700006d537aaabf8a0036d3da32fd69b40ae9a28a6ded9d11dcca053aa31a17397afa35d99b2f7ba14694805|Always be constructive when you criticize others.
050ce28ab6d4222de9218420728b2cd6d2233ea849bc759bc39b3276a562b88d69ddf212294b51a878397fc8cc74bdb1880614928019d420fdf4fd0926d223ca|Which view would you like?
01154d28c8a124f3d0e5aa61c17f12c837bf0a30d61bb38d68d0bdcd5ca4917e35fdec04665c5adbe5504372d042a5a47070bcf5439b7d76a2cfd522bede82c3|You could save that poor devil's life.
030a1bb4cd82e6d7299bbd472f8a6dd333d644f4997b28ba529c62db418b37774bc8eca5632d9ce7d93fc4111135c763e86ca5ad6416f7cda0632d763f3c7001|The Morning Post is not obstructing justice or hiding criminals.
0371f75f7da98c18b2f165639c3b6f339f28e77e27ee2d3130d9549e77c519c0b3d0d42e3087244f37957d19289d0118f25a584bd04a2023fe75c15c016772b2|"""How many hens are there for one cock?"", I asked the farmer."
0028703aaff15d092ca561289a52baaeaa2502a4af1ecaec8ebe56ae626c0f061da2fefdfe5c232a8195fbb5587292131d32a2c520e6867293eb743b7e0d5721|Do you want me?
05081cc56f419e140cbd5c13d48af571713e040f7b9266249c723a60b8ed5727747c34ad55e4c24e9570f91d5999402b7a1e1e4b6e883acf22495361db5eab96|The boy tried to read what was written in the sand.
01d5e06f70da03a69b346403b6751e4b0a53d19aa5009c1e38d11008eb0c67196ac0f3c6d989ca227b04a344320de0ce6fe1d708448ff7e676ab06e73a408a4d|But he appeared to be unaware of any danger.
03cb3700cacc25753517cbad22bb375379835f1a98107b1d42b0e18bc395b104480cf28e2454685b020593835a67f1c9277fcdbf6d1406502e529d89971f74a5|In those days, very few of the people had any idea about astronomy.
014b64e67230fbfec97de3fad30ef24f0bb637312432bfe20a8ac92761a0c4055dfadb0b13c35cc1f3661cf75639b22352810d203aac2a5e461600313f29c6e2|"""You have a mania for simplifying everything,"" answered the Englishman, irritated."
0448b59f3839f780fcda07920ae2c410b84a6a6ca21362012ec2a9d3535ef9110cbc5accef402ea67a4ebb1d55a32c076c19595e4bb88620ded12ba9ceff43c0|How often has the train been late?
024a130f120f726f2fd64aadb21c82ef6d2e49633b12f09c85b4b57b03cf08ac73e594724a860d8087c88dfaf8bffd8a5e25385a64cd0c4a0da7ff4efae511e3|Oh Lord, give me patience – immediately!
03854ee53eb1213450204cf066306fea0bcd8268807b5490b5bc9d056e4ccefec73c9bbd88135e083eede3e2292643dc17684d19adda3641a211208fe6e4b9b7|May I borrow some of your cartoons?
04c0c5901b4918eb88a3f9c933b31407f9cb81771fe9222a9368016224a2fb125c229ecff6ec773a4791178a058ceb3e2c3495e4588dc62fd60085f75c187bfe|He was something of a sickly child by all accounts, never made it past his fourth birthday.
04ce0d32c5e505500bbb87df1e7caa9976364c86776629295e1f9bb37f9b4a34a3d20fb174f211ea1532a169bf753e8afb6c0d7a0bd5d89d22aa0ff562a07170|Why didn't you come to our launch party?
01ec932be1e5418a534f4feb9c8618d54b1c9b6dff3c895ea0d2a7f887db2e47f519a729b41a32c08a9e5ac81fe8b4f023795451b8f9f60fc14b5c9da3af4fb0|Haven't you got any feeling?
040c84d53ef8153c289c64ba577bfa95fd60a9b437fb1064246f289adf61cae4f54b2479076778ee63f6f6e3cfaf9a03648fa4db0e2f82cfcdfa086d01d65cda|The train lines provided an easy path to follow.
023870f03dc8caa785a31755e757158819698ce667307aded67ced9c15eb7966d1561dfd1a8735d4ca9d27661b83214caca61a250694c950c001742ba3ba6388|What did you say?
01366cf03251674cc80f1bfda442112d229e33045d54236fb01c51f3f57dd484f40c22cbd3e0437c3f48fb87fe6e78c3e863d8015746e9661a0b3136ef1ac5b4|You know, he is an honest man.
004a0023056d4114086e1b3df5fa7170eab9d2d2268c20ec6cb59264c953d41a3562af0f91693f56863bf5c9c2a4547efc9b6ca8e25132e4360c22160d24701a|Good wine needs no herald (bush)
04fe4019c769a16aa52c7f86f5fd353afe6a2d3bda27be94cfe9c717a50fe88fe09582b76310a8f40031af923cfc4a033ae6ccd599f8e44a8015a5078adc06b3|The desert, with its endless monotony, put him to dreaming.
02e058d47bc60deb02f49b7d8a7e7d2c936fe78cc6d0695ac45b57dc62d28658bdbbbf035ccd75910d2b1cddd71e0866b08d2f0bcf725666e438687c861093b8|Because the crystal was dirty.
03f1574ffa9d5ef0eca1c3b10a7d28541f60c34eb19ffdf371cf706c3c55a2557dc26ea9c305ddd0c771cacfa5f3b3a659ea48993e5eb7fd1bd1b227c8dc0953|He approached the mass and was surprised at the size and the shape.
0532504dec089496a1708b0d78d2d245b1969a849c305ad8e6c586897442c05ebff61be8b8e7a7731bbc4b753b4dc1d11fe10f19ec3b498dd17071fdc70b282b|Fear is often the cause of violence.
052d2356e9a64ab7417ac616bdd480e7a74ae992e1771db74f86e39cf33ca0ca8fbd271e4553869cd6a4f36efebbe68e0421a949af2c8c07137273987599f4b2|The psychopath often has hallucinations.
03f6ccef0b27fcb0cba5e05a73441fb52b343496227dcc161194deede9d3b82c18a25a74cb0050d96d719c333d42b3fa16d5a7775306dc74582e9427cbac1452|In one ear and out the other.
00bd44dfb53be785839430dcae40223b9d60435fdfc0237dbb2253e8c0ebc9b9aa87d4633f7e92ba3bdd44840d97d447f7009a0fc3c42925768aeb348e568d27|We need more soap.
046174058bc869cc4897ac5088b955dcfdb997c1e4ed39c6a8f624126667510350c15275cc77e6a859514d271cb37633bec6dc710912ed3c56e9bee7b94ea75a|A man is pushing a two wheel cart
04a3bc0257602ce5c304d426e0bc511b0f9d6c25044e575502a1c7b520c42cb44584d034e8f113c4fd44ba27e102c53d538212a141c509d7a072be6764d70ec7|How do you do?
028f90702123e8f4e801f846e8a99b7e7e2f2941d16d61c630ae367475c603fe4cdc90d048a822b5e70ea043a0de90dd6ac372bb67bc85fac78776e4f5ef9399|Now go upstairs and see what little Christina wants.
02aeab37e70bc45e064b72a198142ab32fe2975879549360718117c3a2f2ae4ce79db20d1eab4496e04ab75d90475b118d9e319b73ad86cab86577c7ea56f8e1|Maybe that's why they came.
03ff708b640dc346948a51947137088338f2e4ac20b7260f9aadfc04e66bd699ea0f7644a62dd1d6c8078c84f349cae6694a3de40115ead8338d9461bc29b082|How do you think the table looks?
013699dbe407dc66187b2564534321d76c2bbbaf7e568f35dde9c60a0b9f34850af6c0b11d72a9fec3bc4d32255fbcf670f45a5edd1c13ae54d5b9208c97d5eb|There is no fool like an old fool.
01153a6a1ad75a4f9668088722521f336086bdd404ba21ee8727a5d33c27eacef3ea21dc410b104169f6ca91a1e0c7076bfc6c6201fde019c072f145a7f3e708|Let me introduce you to Benjamin.
0551869e32482b25699a1326b11f006a28d93724982c46ccb47420774d1025523ccf13c497dd126235e2b588127793016d92f4a2968966b5c23e8317d74d5a1d|What shall we do now?
00d5b0f88929c8d57d18b1854e66e3b456b6386dcf9ffc81563fb1ccf4d11a7c75d27f19012ab23d25481dee7517b06707a581e12d62e9704de993d3daccf00b|Ninety five lines and no more, that's it.
0523c86dbd7782c6cf1cd612d22240da4441ed349fef3ebf1efae85a279f8ce6fcc603c4d3bc1bef75a2641d451574e857526eaa648c3ee19e3c59a38834cb24|We wiped the board.
00cc417217d26d04b453c4e2a135dad98ed7a8132edefaabe1f9f6aa755a33511ed880721590e5251b86d09ceb7b301e69196a85f265f139a6b4d5bbcd703027|"""An army is coming,"" the boy said."
04cdcb9a2ec4a15acff7b61b5402a21096fa81a905f473ebdb9081a15eb76959437704b28b03ab2791f533493fe4a922ec1337ff4b60e3c2f9494dabcd7b770b|Sometimes, their caravan met with another.
0077cd6e8d3989004c61236adbbd45919de3b64bccb671001e3b3d4d6dc2540c00bd69bc5ed224fae5b0cba268862a849b576c0f5c2ae18a1825d4f7b79725fb|The whole office was struck by a deafening silence.
0294f40d2bec7b08f5f163c3b2590df6a426140a9ae30b17b6f5a939556846a266ceab8a3090dd7cfaebd3fc8c15a06370a5c1e5d96c4cbe5f75e503c394a759|A young Arab, also loaded down with baggage, entered, and greeted the Englishman.
0032b07095cfa66474f33b7e1029b8a4fec6dd3e02ffc7d4ca9efcf0b946a2c88278aa496f752bce77560fb14fa5a1e8eb632899fab770ff45a77fa1065efeea|"""In a way, so am I,"" he said."
009d14fd8862633d4d011ba469ee085a3caaca6294f762d7723ec6889102568e5c563a36dfe29a8c4565679f99b79abdd2fe103a3ba921cd50b9deaa40b110b5|I say we don't go out any more.
054006d8508f720bd9f72b88f448c182e9fe8f2a77d6fa939cf2950a386fe42abb22fb3f07bf88e93f1ab024c5b42a12dbc029576c8954b65761c34152634f6e|They'll believe him.
03abd82a4ebfa539fd8d9e469016464743aec050fbbbc94c86eab8050bae1f6db5e6cf2f033d94d0c463c7fa687ab550ff90b5809a9ee26be30e9a70390fdc40|Come into the office a minute.
058339dd15cbc66348a9430e50f93fc70897bfa91b49578531ed964f3d1b4e3dd05a03d3f9ada513d695cbed2bc9058c751e5ffdb3ccc39dfb76c43d3e58ce6b|"""A practice of infidels,"" he said to himself."
042f1f4f09f56b1efacfb374ca3bda7226ed3b3279ee826301904e2212d24b7a8b2ca5522036dba5e1c67bdafd2c86a3f0ddf2cad2d1fb6847ef643c7fd9c1b4|There were raised voices,and some sort of struggle appeared to be going on. .
